subjects,session,fold_number,trial,window_test_start,label,proba_left_hand,proba_right_hand,proba_feet,proba_tongue
2,"['session_T', 'session_E']",1,22,0.5,1,0.0428,0.5188,0.156,0.2824
2,"['session_T', 'session_E']",1,23,0.5,3,0.0395,0.0333,0.8946,0.0327
2,"['session_T', 'session_E']",1,24,0.5,0,0.2001,0.3395,0.0217,0.4387
2,"['session_T', 'session_E']",1,25,0.5,1,0.1574,0.3466,0.0203,0.4757
2,"['session_T', 'session_E']",1,26,0.5,3,0.8503,0.0433,0.0084,0.098
2,"['session_T', 'session_E']",1,27,0.5,1,0.2396,0.4213,0.0779,0.2613
2,"['session_T', 'session_E']",1,28,0.5,0,0.5771,0.274,0.0375,0.1114
2,"['session_T', 'session_E']",1,29,0.5,3,0.5759,0.1207,0.0098,0.2936
2,"['session_T', 'session_E']",1,30,0.5,3,0.4049,0.1834,0.1742,0.2375
2,"['session_T', 'session_E']",1,31,0.5,0,0.6234,0.2041,0.0078,0.1646
2,"['session_T', 'session_E']",1,32,0.5,3,0.4433,0.0688,0.0161,0.4719
2,"['session_T', 'session_E']",1,33,0.5,1,0.0745,0.1449,0.0073,0.7733
2,"['session_T', 'session_E']",1,34,0.5,1,0.0458,0.3606,0.5244,0.0692
2,"['session_T', 'session_E']",1,35,0.5,3,0.0196,0.8921,0.0644,0.024
2,"['session_T', 'session_E']",1,36,0.5,2,0.1422,0.2105,0.0619,0.5854
2,"['session_T', 'session_E']",1,37,0.5,2,0.023,0.3229,0.6294,0.0247
2,"['session_T', 'session_E']",1,38,0.5,2,0.1055,0.4616,0.0782,0.3547
2,"['session_T', 'session_E']",1,39,0.5,3,0.3845,0.1777,0.0407,0.397
2,"['session_T', 'session_E']",1,40,0.5,2,0.0917,0.2814,0.4843,0.1425
2,"['session_T', 'session_E']",1,41,0.5,1,0.5061,0.2398,0.0912,0.163
2,"['session_T', 'session_E']",1,42,0.5,3,0.2513,0.3734,0.0784,0.2969
2,"['session_T', 'session_E']",1,43,0.5,1,0.3602,0.1321,0.0727,0.435
2,"['session_T', 'session_E']",1,44,0.5,0,0.3903,0.219,0.2645,0.1262
2,"['session_T', 'session_E']",1,45,0.5,0,0.263,0.3963,0.2765,0.0643
2,"['session_T', 'session_E']",1,46,0.5,2,0.0049,0.0434,0.93,0.0217
2,"['session_T', 'session_E']",1,47,0.5,2,0.0156,0.063,0.9055,0.0159
2,"['session_T', 'session_E']",1,48,0.5,0,0.1237,0.2662,0.477,0.133
2,"['session_T', 'session_E']",1,49,0.5,0,0.2398,0.3175,0.0061,0.4366
2,"['session_T', 'session_E']",1,50,0.5,0,0.2544,0.1079,0.0412,0.5965
2,"['session_T', 'session_E']",1,51,0.5,1,0.0442,0.7281,0.0605,0.1671
2,"['session_T', 'session_E']",1,52,0.5,3,0.1522,0.2306,0.0393,0.5779
2,"['session_T', 'session_E']",1,53,0.5,2,0.0757,0.5152,0.3004,0.1087
2,"['session_T', 'session_E']",1,54,0.5,1,0.0796,0.3833,0.2362,0.3009
2,"['session_T', 'session_E']",1,55,0.5,0,0.7513,0.0485,0.0041,0.1961
2,"['session_T', 'session_E']",1,56,0.5,0,0.5733,0.0993,0.0126,0.3148
2,"['session_T', 'session_E']",1,57,0.5,1,0.1426,0.4001,0.0325,0.4249
2,"['session_T', 'session_E']",1,58,0.5,2,0.5191,0.0217,0.4353,0.0239
2,"['session_T', 'session_E']",1,59,0.5,3,0.3928,0.1421,0.1952,0.2698
2,"['session_T', 'session_E']",1,60,0.5,1,0.0935,0.4419,0.0079,0.4566
2,"['session_T', 'session_E']",1,61,0.5,2,0.0511,0.0652,0.8419,0.0418
2,"['session_T', 'session_E']",1,62,0.5,2,0.4851,0.2153,0.0806,0.2191
2,"['session_T', 'session_E']",1,63,0.5,1,0.7528,0.0957,0.0091,0.1423
2,"['session_T', 'session_E']",1,64,0.5,1,0.1778,0.5159,0.1591,0.1472
2,"['session_T', 'session_E']",1,65,0.5,3,0.1576,0.4453,0.0277,0.3694
2,"['session_T', 'session_E']",1,66,0.5,2,0.0239,0.0053,0.9637,0.0071
2,"['session_T', 'session_E']",1,67,0.5,0,0.2192,0.0647,0.456,0.2602
2,"['session_T', 'session_E']",1,68,0.5,3,0.3067,0.0718,0.0049,0.6166
2,"['session_T', 'session_E']",1,69,0.5,3,0.0199,0.4017,0.0938,0.4846
2,"['session_T', 'session_E']",1,70,0.5,3,0.1355,0.1137,0.0044,0.7465
2,"['session_T', 'session_E']",1,71,0.5,2,0.1195,0.1866,0.6034,0.0905
2,"['session_T', 'session_E']",1,72,0.5,1,0.0579,0.626,0.0023,0.3138
2,"['session_T', 'session_E']",1,73,0.5,2,0.0105,0.096,0.8747,0.0188
2,"['session_T', 'session_E']",1,74,0.5,0,0.1335,0.0554,0.7863,0.0249
2,"['session_T', 'session_E']",1,75,0.5,1,0.0463,0.841,0.0855,0.0271
2,"['session_T', 'session_E']",1,76,0.5,2,0.0325,0.1038,0.8218,0.0419
2,"['session_T', 'session_E']",1,77,0.5,3,0.6025,0.1298,0.0065,0.2612
2,"['session_T', 'session_E']",1,78,0.5,2,0.0455,0.0303,0.9055,0.0187
2,"['session_T', 'session_E']",1,79,0.5,0,0.8203,0.0693,0.0146,0.0958
2,"['session_T', 'session_E']",1,80,0.5,0,0.3612,0.1636,0.3347,0.1405
2,"['session_T', 'session_E']",1,81,0.5,1,0.2121,0.7045,0.0124,0.071
2,"['session_T', 'session_E']",1,82,0.5,0,0.5005,0.2949,0.0338,0.1708
2,"['session_T', 'session_E']",1,83,0.5,0,0.5777,0.1163,0.0447,0.2614
2,"['session_T', 'session_E']",1,84,0.5,1,0.2669,0.2075,0.0266,0.499
2,"['session_T', 'session_E']",1,85,0.5,2,0.0121,0.0085,0.9739,0.0055
2,"['session_T', 'session_E']",1,86,0.5,2,0.0193,0.0258,0.9443,0.0107
2,"['session_T', 'session_E']",1,87,0.5,0,0.1193,0.0631,0.7897,0.0279
2,"['session_T', 'session_E']",1,88,0.5,0,0.4555,0.3784,0.111,0.055
2,"['session_T', 'session_E']",1,89,0.5,1,0.4911,0.1339,0.0243,0.3507
2,"['session_T', 'session_E']",1,90,0.5,2,0.3634,0.0424,0.5451,0.0491
2,"['session_T', 'session_E']",1,91,0.5,3,0.7283,0.0626,0.0769,0.1322
2,"['session_T', 'session_E']",1,92,0.5,1,0.2086,0.4031,0.2072,0.1811
2,"['session_T', 'session_E']",1,93,0.5,2,0.2881,0.0489,0.6258,0.0371
2,"['session_T', 'session_E']",1,94,0.5,3,0.3151,0.0861,0.49,0.1088
2,"['session_T', 'session_E']",1,95,0.5,3,0.2301,0.0823,0.2133,0.4744
2,"['session_T', 'session_E']",1,96,0.5,3,0.4459,0.1268,0.0071,0.4202
2,"['session_T', 'session_E']",1,97,0.5,1,0.211,0.2239,0.1485,0.4165
2,"['session_T', 'session_E']",1,98,0.5,0,0.4646,0.2723,0.0767,0.1863
2,"['session_T', 'session_E']",1,99,0.5,2,0.0086,0.0277,0.9477,0.0159
2,"['session_T', 'session_E']",1,100,0.5,2,0.1085,0.3681,0.1244,0.3991
2,"['session_T', 'session_E']",1,101,0.5,1,0.6269,0.2807,0.0046,0.0877
2,"['session_T', 'session_E']",1,102,0.5,2,0.0492,0.0151,0.9241,0.0117
2,"['session_T', 'session_E']",1,103,0.5,2,0.0164,0.0486,0.9179,0.0171
2,"['session_T', 'session_E']",1,104,0.5,1,0.0204,0.2083,0.5869,0.1844
2,"['session_T', 'session_E']",1,105,0.5,3,0.0632,0.6058,0.1113,0.2196
2,"['session_T', 'session_E']",1,106,0.5,2,0.1562,0.1017,0.6904,0.0518
2,"['session_T', 'session_E']",1,107,0.5,0,0.8177,0.1216,0.0234,0.0374
2,"['session_T', 'session_E']",1,108,0.5,2,0.014,0.017,0.9576,0.0114
2,"['session_T', 'session_E']",1,109,0.5,1,0.6195,0.08,0.2579,0.0426
2,"['session_T', 'session_E']",1,110,0.5,3,0.4639,0.246,0.0071,0.2829
2,"['session_T', 'session_E']",1,111,0.5,1,0.1219,0.2305,0.0364,0.6111
2,"['session_T', 'session_E']",1,112,0.5,3,0.0451,0.6881,0.0732,0.1936
2,"['session_T', 'session_E']",1,113,0.5,1,0.0149,0.6537,0.0356,0.2958
2,"['session_T', 'session_E']",1,114,0.5,0,0.4238,0.335,0.0648,0.1764
2,"['session_T', 'session_E']",1,115,0.5,0,0.3318,0.1917,0.4195,0.057
2,"['session_T', 'session_E']",2,0,0.5,1,0.5241,0.1793,0.0755,0.221
2,"['session_T', 'session_E']",2,1,0.5,2,0.2393,0.1811,0.0372,0.5425
2,"['session_T', 'session_E']",2,2,0.5,2,0.3316,0.2287,0.0238,0.4158
2,"['session_T', 'session_E']",2,3,0.5,0,0.3593,0.2261,0.0319,0.3826
2,"['session_T', 'session_E']",2,4,0.5,2,0.2283,0.1282,0.2484,0.3952
2,"['session_T', 'session_E']",2,5,0.5,2,0.0803,0.1409,0.599,0.1798
2,"['session_T', 'session_E']",2,6,0.5,1,0.1598,0.1465,0.3489,0.3447
2,"['session_T', 'session_E']",2,7,0.5,0,0.209,0.312,0.2698,0.2092
2,"['session_T', 'session_E']",2,8,0.5,1,0.0808,0.1627,0.2177,0.5388
2,"['session_T', 'session_E']",2,9,0.5,1,0.5464,0.3926,0.0114,0.0497
2,"['session_T', 'session_E']",2,10,0.5,2,0.0713,0.0729,0.4294,0.4264
2,"['session_T', 'session_E']",2,11,0.5,3,0.3283,0.2484,0.026,0.3973
2,"['session_T', 'session_E']",2,12,0.5,2,0.0525,0.2042,0.5932,0.15
2,"['session_T', 'session_E']",2,13,0.5,1,0.251,0.2095,0.0494,0.4901
2,"['session_T', 'session_E']",2,14,0.5,2,0.0282,0.0837,0.6649,0.2232
2,"['session_T', 'session_E']",2,15,0.5,3,0.3022,0.4269,0.0333,0.2375
2,"['session_T', 'session_E']",2,16,0.5,3,0.0863,0.1509,0.1469,0.6159
2,"['session_T', 'session_E']",2,17,0.5,3,0.105,0.3397,0.2357,0.3196
2,"['session_T', 'session_E']",2,18,0.5,1,0.2565,0.3313,0.2088,0.2033
2,"['session_T', 'session_E']",2,19,0.5,1,0.4169,0.3639,0.0648,0.1545
2,"['session_T', 'session_E']",2,20,0.5,0,0.1499,0.4192,0.119,0.3119
2,"['session_T', 'session_E']",2,21,0.5,0,0.402,0.2613,0.0373,0.2995
2,"['session_T', 'session_E']",2,22,0.5,1,0.559,0.3405,0.0313,0.0691
2,"['session_T', 'session_E']",2,23,0.5,3,0.0722,0.1999,0.1735,0.5544
2,"['session_T', 'session_E']",2,24,0.5,0,0.1965,0.3972,0.0218,0.3845
2,"['session_T', 'session_E']",2,25,0.5,3,0.1249,0.1855,0.3351,0.3545
2,"['session_T', 'session_E']",2,26,0.5,2,0.3242,0.4903,0.1358,0.0497
2,"['session_T', 'session_E']",2,27,0.5,0,0.1567,0.4041,0.2232,0.216
2,"['session_T', 'session_E']",2,28,0.5,3,0.0745,0.0893,0.6729,0.1633
2,"['session_T', 'session_E']",2,29,0.5,2,0.1044,0.365,0.3029,0.2277
2,"['session_T', 'session_E']",2,30,0.5,1,0.0426,0.1076,0.7774,0.0725
2,"['session_T', 'session_E']",2,31,0.5,0,0.3451,0.2447,0.1138,0.2964
2,"['session_T', 'session_E']",2,32,0.5,3,0.2455,0.1557,0.2701,0.3288
2,"['session_T', 'session_E']",2,33,0.5,3,0.5533,0.3025,0.0709,0.0734
2,"['session_T', 'session_E']",2,34,0.5,3,0.2017,0.1344,0.496,0.1678
2,"['session_T', 'session_E']",2,35,0.5,3,0.2523,0.2502,0.0979,0.3997
2,"['session_T', 'session_E']",2,36,0.5,0,0.3231,0.2099,0.4042,0.0627
2,"['session_T', 'session_E']",2,37,0.5,2,0.1029,0.1816,0.5586,0.1569
2,"['session_T', 'session_E']",2,38,0.5,1,0.0289,0.0572,0.7564,0.1575
2,"['session_T', 'session_E']",2,39,0.5,3,0.2538,0.1911,0.2873,0.2678
2,"['session_T', 'session_E']",2,40,0.5,3,0.2036,0.1366,0.4526,0.2072
2,"['session_T', 'session_E']",2,41,0.5,0,0.0534,0.3067,0.1895,0.4505
2,"['session_T', 'session_E']",2,42,0.5,1,0.2183,0.4336,0.0658,0.2823
2,"['session_T', 'session_E']",2,43,0.5,2,0.0831,0.0797,0.5508,0.2863
2,"['session_T', 'session_E']",2,44,0.5,3,0.083,0.097,0.4052,0.4148
2,"['session_T', 'session_E']",2,45,0.5,1,0.0804,0.183,0.6195,0.1171
2,"['session_T', 'session_E']",2,46,0.5,3,0.0141,0.0297,0.8328,0.1233
2,"['session_T', 'session_E']",2,47,0.5,0,0.1022,0.1175,0.6404,0.1398
2,"['session_T', 'session_E']",2,48,0.5,2,0.0463,0.0904,0.3702,0.4931
2,"['session_T', 'session_E']",2,49,0.5,1,0.1087,0.1587,0.5242,0.2084
2,"['session_T', 'session_E']",2,50,0.5,2,0.0883,0.0539,0.694,0.1638
2,"['session_T', 'session_E']",2,51,0.5,0,0.0539,0.0584,0.3993,0.4884
2,"['session_T', 'session_E']",2,52,0.5,3,0.3932,0.263,0.0221,0.3218
2,"['session_T', 'session_E']",2,53,0.5,0,0.1901,0.1655,0.2844,0.36
2,"['session_T', 'session_E']",2,54,0.5,3,0.051,0.0905,0.4018,0.4567
2,"['session_T', 'session_E']",2,55,0.5,1,0.0434,0.0976,0.4149,0.4441
2,"['session_T', 'session_E']",2,56,0.5,1,0.0378,0.0952,0.5453,0.3217
2,"['session_T', 'session_E']",2,57,0.5,2,0.0897,0.225,0.5908,0.0945
2,"['session_T', 'session_E']",2,58,0.5,3,0.1518,0.4861,0.0998,0.2623
2,"['session_T', 'session_E']",2,59,0.5,0,0.256,0.1898,0.0305,0.5237
2,"['session_T', 'session_E']",2,60,0.5,3,0.3548,0.3086,0.1357,0.201
2,"['session_T', 'session_E']",2,61,0.5,2,0.0317,0.0567,0.6229,0.2887
2,"['session_T', 'session_E']",2,62,0.5,3,0.6718,0.2733,0.0138,0.0411
2,"['session_T', 'session_E']",2,63,0.5,0,0.3047,0.153,0.0252,0.5171
2,"['session_T', 'session_E']",2,64,0.5,1,0.2252,0.3086,0.0249,0.4413
2,"['session_T', 'session_E']",2,65,0.5,2,0.0904,0.0961,0.3116,0.5019
2,"['session_T', 'session_E']",2,66,0.5,1,0.15,0.2419,0.0753,0.5327
2,"['session_T', 'session_E']",2,67,0.5,0,0.0799,0.1919,0.4324,0.2958
2,"['session_T', 'session_E']",2,68,0.5,0,0.3392,0.3071,0.0781,0.2756
2,"['session_T', 'session_E']",2,69,0.5,0,0.0667,0.0892,0.2236,0.6205
2,"['session_T', 'session_E']",2,70,0.5,2,0.2742,0.4536,0.1904,0.0818
2,"['session_T', 'session_E']",2,71,0.5,0,0.1512,0.2782,0.1751,0.3955
2,"['session_T', 'session_E']",2,72,0.5,1,0.2118,0.2294,0.3044,0.2545
2,"['session_T', 'session_E']",2,73,0.5,1,0.4814,0.339,0.1266,0.053
2,"['session_T', 'session_E']",2,74,0.5,2,0.1047,0.3053,0.289,0.301
2,"['session_T', 'session_E']",2,75,0.5,3,0.0844,0.1702,0.4622,0.2833
2,"['session_T', 'session_E']",2,76,0.5,2,0.2951,0.5007,0.096,0.1082
2,"['session_T', 'session_E']",2,77,0.5,2,0.1655,0.3963,0.3337,0.1044
2,"['session_T', 'session_E']",2,78,0.5,3,0.2639,0.4463,0.1301,0.1597
2,"['session_T', 'session_E']",2,79,0.5,3,0.1416,0.1102,0.2815,0.4667
2,"['session_T', 'session_E']",2,80,0.5,2,0.2052,0.1379,0.612,0.0449
2,"['session_T', 'session_E']",2,81,0.5,1,0.548,0.0889,0.0965,0.2665
2,"['session_T', 'session_E']",2,82,0.5,1,0.7179,0.217,0.0372,0.028
2,"['session_T', 'session_E']",2,83,0.5,0,0.2346,0.1811,0.2535,0.3309
2,"['session_T', 'session_E']",2,84,0.5,2,0.0245,0.0204,0.8252,0.1299
2,"['session_T', 'session_E']",2,85,0.5,2,0.0574,0.0547,0.7647,0.1232
2,"['session_T', 'session_E']",2,86,0.5,3,0.0775,0.0604,0.6827,0.1794
2,"['session_T', 'session_E']",2,87,0.5,0,0.3937,0.1607,0.2444,0.2012
2,"['session_T', 'session_E']",2,88,0.5,0,0.2754,0.2816,0.0853,0.3578
2,"['session_T', 'session_E']",2,89,0.5,3,0.1919,0.2194,0.0716,0.5171
2,"['session_T', 'session_E']",2,90,0.5,0,0.5587,0.3683,0.0374,0.0355
2,"['session_T', 'session_E']",2,91,0.5,3,0.2202,0.0861,0.0654,0.6283
2,"['session_T', 'session_E']",2,92,0.5,2,0.1127,0.1159,0.262,0.5094
2,"['session_T', 'session_E']",2,93,0.5,0,0.5034,0.3354,0.0232,0.138
2,"['session_T', 'session_E']",2,94,0.5,1,0.0233,0.1436,0.5092,0.324
2,"['session_T', 'session_E']",2,95,0.5,1,0.4949,0.4255,0.0476,0.032
2,"['session_T', 'session_E']",2,96,0.5,2,0.3131,0.1218,0.3391,0.226
2,"['session_T', 'session_E']",2,97,0.5,0,0.1572,0.069,0.6225,0.1512
2,"['session_T', 'session_E']",2,98,0.5,2,0.0388,0.0394,0.7703,0.1515
2,"['session_T', 'session_E']",2,99,0.5,1,0.1836,0.1633,0.0911,0.562
2,"['session_T', 'session_E']",2,100,0.5,0,0.149,0.1772,0.2449,0.4289
2,"['session_T', 'session_E']",2,101,0.5,1,0.0792,0.0739,0.3844,0.4625
2,"['session_T', 'session_E']",2,102,0.5,0,0.1729,0.1583,0.386,0.2827
2,"['session_T', 'session_E']",2,103,0.5,0,0.5324,0.1966,0.1414,0.1296
2,"['session_T', 'session_E']",2,104,0.5,3,0.0335,0.1334,0.327,0.5061
2,"['session_T', 'session_E']",2,105,0.5,3,0.4807,0.3353,0.1271,0.0568
2,"['session_T', 'session_E']",2,106,0.5,0,0.3851,0.2373,0.0582,0.3194
2,"['session_T', 'session_E']",2,107,0.5,1,0.6141,0.325,0.013,0.0479
2,"['session_T', 'session_E']",2,108,0.5,0,0.2602,0.2154,0.3945,0.1299
2,"['session_T', 'session_E']",2,109,0.5,2,0.0785,0.1166,0.6323,0.1727
2,"['session_T', 'session_E']",2,110,0.5,1,0.1083,0.3128,0.1571,0.4218
2,"['session_T', 'session_E']",2,111,0.5,2,0.0197,0.0513,0.8542,0.0748
2,"['session_T', 'session_E']",2,112,0.5,2,0.517,0.2775,0.1171,0.0885
2,"['session_T', 'session_E']",2,113,0.5,1,0.5298,0.3197,0.0142,0.1363
2,"['session_T', 'session_E']",2,114,0.5,1,0.1393,0.1428,0.2428,0.4751
2,"['session_T', 'session_E']",3,0,0.5,1,0.2077,0.3704,0.0086,0.4133
2,"['session_T', 'session_E']",3,1,0.5,0,0.0934,0.6494,0.0185,0.2386
2,"['session_T', 'session_E']",3,2,0.5,3,0.1773,0.0147,0.0202,0.7877
2,"['session_T', 'session_E']",3,3,0.5,0,0.1413,0.2916,0.0304,0.5367
2,"['session_T', 'session_E']",3,4,0.5,0,0.2885,0.1514,0.0188,0.5413
2,"['session_T', 'session_E']",3,5,0.5,2,0.0462,0.1508,0.7685,0.0345
2,"['session_T', 'session_E']",3,6,0.5,0,0.0913,0.3723,0.0071,0.5293
2,"['session_T', 'session_E']",3,7,0.5,2,0.0564,0.1004,0.8086,0.0346
2,"['session_T', 'session_E']",3,8,0.5,3,0.1085,0.3049,0.0038,0.5828
2,"['session_T', 'session_E']",3,9,0.5,2,0.1076,0.0488,0.7531,0.0904
2,"['session_T', 'session_E']",3,10,0.5,1,0.1123,0.4003,0.0282,0.4592
2,"['session_T', 'session_E']",3,11,0.5,3,0.1958,0.4122,0.0043,0.3877
2,"['session_T', 'session_E']",3,12,0.5,1,0.0844,0.0489,0.8389,0.0279
2,"['session_T', 'session_E']",3,13,0.5,0,0.3756,0.0521,0.008,0.5643
2,"['session_T', 'session_E']",3,14,0.5,1,0.3686,0.4095,0.0465,0.1754
2,"['session_T', 'session_E']",3,15,0.5,0,0.3118,0.0954,0.0048,0.5881
2,"['session_T', 'session_E']",3,16,0.5,0,0.2965,0.0909,0.0782,0.5343
2,"['session_T', 'session_E']",3,17,0.5,3,0.0984,0.0524,0.0353,0.8139
2,"['session_T', 'session_E']",3,18,0.5,3,0.1642,0.4104,0.3596,0.0658
2,"['session_T', 'session_E']",3,19,0.5,3,0.1815,0.1353,0.0059,0.6773
2,"['session_T', 'session_E']",3,20,0.5,1,0.3663,0.312,0.0073,0.3145
2,"['session_T', 'session_E']",3,21,0.5,1,0.1124,0.7646,0.032,0.091
2,"['session_T', 'session_E']",3,22,0.5,2,0.0283,0.053,0.9084,0.0103
2,"['session_T', 'session_E']",3,23,0.5,3,0.0635,0.5351,0.0128,0.3886
2,"['session_T', 'session_E']",3,24,0.5,3,0.1789,0.0497,0.008,0.7633
2,"['session_T', 'session_E']",3,25,0.5,2,0.0114,0.008,0.9753,0.0053
2,"['session_T', 'session_E']",3,26,0.5,3,0.105,0.0303,0.8142,0.0505
2,"['session_T', 'session_E']",3,27,0.5,2,0.009,0.006,0.9816,0.0034
2,"['session_T', 'session_E']",3,28,0.5,1,0.0732,0.4382,0.0049,0.4838
2,"['session_T', 'session_E']",3,29,0.5,2,0.1513,0.2452,0.4851,0.1184
2,"['session_T', 'session_E']",3,30,0.5,3,0.0958,0.2914,0.1122,0.5006
2,"['session_T', 'session_E']",3,31,0.5,1,0.4776,0.088,0.3235,0.111
2,"['session_T', 'session_E']",3,32,0.5,0,0.1738,0.5714,0.0309,0.2238
2,"['session_T', 'session_E']",3,33,0.5,0,0.2225,0.6025,0.03,0.145
2,"['session_T', 'session_E']",3,34,0.5,3,0.614,0.1003,0.0194,0.2663
2,"['session_T', 'session_E']",3,35,0.5,1,0.2983,0.027,0.0084,0.6662
2,"['session_T', 'session_E']",3,36,0.5,3,0.2755,0.0219,0.0046,0.6981
2,"['session_T', 'session_E']",3,37,0.5,2,0.0257,0.0187,0.9338,0.0219
2,"['session_T', 'session_E']",3,38,0.5,0,0.2469,0.0302,0.035,0.6878
2,"['session_T', 'session_E']",3,39,0.5,1,0.0578,0.5552,0.1173,0.2697
2,"['session_T', 'session_E']",3,40,0.5,2,0.0593,0.0664,0.8055,0.0687
2,"['session_T', 'session_E']",3,41,0.5,0,0.0881,0.0596,0.1115,0.7408
2,"['session_T', 'session_E']",3,42,0.5,3,0.0993,0.6132,0.0104,0.2771
2,"['session_T', 'session_E']",3,43,0.5,1,0.1773,0.2217,0.0055,0.5955
2,"['session_T', 'session_E']",3,44,0.5,1,0.574,0.0313,0.007,0.3877
2,"['session_T', 'session_E']",3,45,0.5,3,0.0364,0.4085,0.4463,0.1089
2,"['session_T', 'session_E']",3,46,0.5,2,0.1085,0.1428,0.4349,0.3138
2,"['session_T', 'session_E']",3,47,0.5,3,0.1386,0.3483,0.0102,0.5029
2,"['session_T', 'session_E']",3,48,0.5,0,0.042,0.0669,0.7351,0.1561
2,"['session_T', 'session_E']",3,49,0.5,0,0.173,0.4282,0.0169,0.3819
2,"['session_T', 'session_E']",3,50,0.5,2,0.0099,0.0162,0.9666,0.0073
2,"['session_T', 'session_E']",3,51,0.5,3,0.2568,0.3459,0.305,0.0923
2,"['session_T', 'session_E']",3,52,0.5,1,0.2822,0.1108,0.1111,0.4959
2,"['session_T', 'session_E']",3,53,0.5,0,0.1386,0.8141,0.0198,0.0276
2,"['session_T', 'session_E']",3,54,0.5,1,0.2038,0.0503,0.0267,0.7192
2,"['session_T', 'session_E']",3,55,0.5,1,0.0786,0.6695,0.0923,0.1595
2,"['session_T', 'session_E']",3,56,0.5,0,0.1912,0.5609,0.0629,0.185
2,"['session_T', 'session_E']",3,57,0.5,0,0.3994,0.1476,0.0225,0.4304
2,"['session_T', 'session_E']",3,58,0.5,2,0.0127,0.0115,0.9687,0.0071
2,"['session_T', 'session_E']",3,59,0.5,3,0.0754,0.2056,0.0129,0.7061
2,"['session_T', 'session_E']",3,60,0.5,2,0.0135,0.0163,0.9407,0.0295
2,"['session_T', 'session_E']",3,61,0.5,2,0.0585,0.049,0.872,0.0204
2,"['session_T', 'session_E']",3,62,0.5,2,0.0329,0.0692,0.8193,0.0786
2,"['session_T', 'session_E']",3,63,0.5,0,0.1625,0.1804,0.555,0.1021
2,"['session_T', 'session_E']",3,64,0.5,1,0.138,0.8229,0.0104,0.0287
2,"['session_T', 'session_E']",3,65,0.5,3,0.136,0.6605,0.088,0.1155
2,"['session_T', 'session_E']",3,66,0.5,0,0.2218,0.5595,0.1584,0.0602
2,"['session_T', 'session_E']",3,67,0.5,0,0.0429,0.8535,0.0171,0.0866
2,"['session_T', 'session_E']",3,68,0.5,1,0.0386,0.5283,0.0122,0.4209
2,"['session_T', 'session_E']",3,69,0.5,2,0.0549,0.0299,0.8995,0.0158
2,"['session_T', 'session_E']",3,70,0.5,2,0.0084,0.0082,0.978,0.0054
2,"['session_T', 'session_E']",3,71,0.5,0,0.4302,0.257,0.0071,0.3057
2,"['session_T', 'session_E']",3,72,0.5,1,0.1542,0.6408,0.0445,0.1605
2,"['session_T', 'session_E']",3,73,0.5,3,0.5767,0.0321,0.0057,0.3854
2,"['session_T', 'session_E']",3,74,0.5,0,0.2901,0.0521,0.0033,0.6545
2,"['session_T', 'session_E']",3,75,0.5,1,0.1425,0.6938,0.0045,0.1592
2,"['session_T', 'session_E']",3,76,0.5,1,0.2919,0.1563,0.0506,0.5013
2,"['session_T', 'session_E']",3,77,0.5,2,0.0915,0.1564,0.6333,0.1188
2,"['session_T', 'session_E']",3,78,0.5,2,0.2154,0.0367,0.6813,0.0665
2,"['session_T', 'session_E']",3,79,0.5,2,0.3677,0.1077,0.1359,0.3888
