subjects,session,fold_number,trial,window_test_start,label,proba_left_hand,proba_right_hand,proba_feet,proba_tongue
2,"['session_T', 'session_E']",1,29,0.5,3,0.1842,0.1105,0.2315,0.4739
2,"['session_T', 'session_E']",1,30,0.5,3,0.1519,0.2429,0.325,0.2803
2,"['session_T', 'session_E']",1,31,0.5,0,0.45,0.2974,0.1081,0.1445
2,"['session_T', 'session_E']",1,32,0.5,3,0.3034,0.1531,0.1208,0.4227
2,"['session_T', 'session_E']",1,33,0.5,1,0.2835,0.3482,0.0322,0.3361
2,"['session_T', 'session_E']",1,34,0.5,1,0.2402,0.3073,0.103,0.3495
2,"['session_T', 'session_E']",1,35,0.5,3,0.2355,0.2343,0.0667,0.4635
2,"['session_T', 'session_E']",1,36,0.5,2,0.2244,0.2335,0.1128,0.4294
2,"['session_T', 'session_E']",1,37,0.5,2,0.134,0.2885,0.1966,0.3809
2,"['session_T', 'session_E']",1,38,0.5,2,0.3066,0.3062,0.1418,0.2454
2,"['session_T', 'session_E']",1,39,0.5,3,0.1348,0.1551,0.0876,0.6225
2,"['session_T', 'session_E']",1,40,0.5,2,0.1834,0.1839,0.5101,0.1227
2,"['session_T', 'session_E']",1,41,0.5,1,0.1505,0.3449,0.3396,0.165
2,"['session_T', 'session_E']",1,42,0.5,3,0.2814,0.2554,0.1077,0.3555
2,"['session_T', 'session_E']",1,43,0.5,1,0.1698,0.1928,0.4203,0.2171
2,"['session_T', 'session_E']",1,44,0.5,0,0.1962,0.3978,0.2943,0.1117
2,"['session_T', 'session_E']",1,45,0.5,0,0.2669,0.2252,0.2869,0.221
2,"['session_T', 'session_E']",1,46,0.5,2,0.0246,0.0326,0.9191,0.0236
2,"['session_T', 'session_E']",1,47,0.5,2,0.1053,0.1946,0.64,0.0601
2,"['session_T', 'session_E']",1,48,0.5,0,0.118,0.2779,0.3856,0.2186
2,"['session_T', 'session_E']",1,49,0.5,0,0.2064,0.2726,0.0346,0.4865
2,"['session_T', 'session_E']",1,50,0.5,0,0.2759,0.2474,0.0372,0.4395
2,"['session_T', 'session_E']",1,51,0.5,1,0.2386,0.279,0.0958,0.3866
2,"['session_T', 'session_E']",1,52,0.5,3,0.3228,0.2347,0.0652,0.3773
2,"['session_T', 'session_E']",1,53,0.5,2,0.1357,0.0802,0.3828,0.4012
2,"['session_T', 'session_E']",1,54,0.5,1,0.2259,0.2119,0.0901,0.4722
2,"['session_T', 'session_E']",1,55,0.5,0,0.2929,0.2633,0.0342,0.4095
2,"['session_T', 'session_E']",1,56,0.5,0,0.3052,0.2331,0.0489,0.4127
2,"['session_T', 'session_E']",1,57,0.5,1,0.2383,0.3523,0.0286,0.3808
2,"['session_T', 'session_E']",1,58,0.5,2,0.2806,0.1446,0.4893,0.0854
2,"['session_T', 'session_E']",1,59,0.5,3,0.2362,0.3033,0.121,0.3395
2,"['session_T', 'session_E']",1,60,0.5,1,0.2386,0.3171,0.0395,0.4048
2,"['session_T', 'session_E']",1,61,0.5,2,0.1299,0.0995,0.6913,0.0793
2,"['session_T', 'session_E']",1,62,0.5,2,0.2113,0.1502,0.3679,0.2706
2,"['session_T', 'session_E']",1,63,0.5,1,0.3025,0.2505,0.0887,0.3582
2,"['session_T', 'session_E']",1,64,0.5,1,0.2103,0.1385,0.1193,0.5319
2,"['session_T', 'session_E']",1,65,0.5,3,0.2276,0.273,0.0477,0.4517
2,"['session_T', 'session_E']",1,66,0.5,2,0.0185,0.0091,0.9593,0.0132
2,"['session_T', 'session_E']",1,67,0.5,0,0.2551,0.1995,0.3551,0.1902
2,"['session_T', 'session_E']",1,68,0.5,3,0.2244,0.3329,0.1331,0.3096
2,"['session_T', 'session_E']",1,69,0.5,3,0.2306,0.2843,0.0694,0.4157
2,"['session_T', 'session_E']",1,70,0.5,3,0.2245,0.2354,0.0809,0.4592
2,"['session_T', 'session_E']",1,71,0.5,2,0.1334,0.2523,0.3868,0.2275
2,"['session_T', 'session_E']",1,72,0.5,1,0.2305,0.441,0.1029,0.2256
2,"['session_T', 'session_E']",1,73,0.5,2,0.1024,0.1218,0.7202,0.0556
2,"['session_T', 'session_E']",1,74,0.5,0,0.1228,0.0945,0.7142,0.0685
2,"['session_T', 'session_E']",1,75,0.5,1,0.2361,0.3185,0.0931,0.3523
2,"['session_T', 'session_E']",1,76,0.5,2,0.1319,0.2422,0.4034,0.2225
2,"['session_T', 'session_E']",1,77,0.5,3,0.5675,0.246,0.0362,0.1503
2,"['session_T', 'session_E']",1,78,0.5,2,0.266,0.1987,0.4917,0.0436
2,"['session_T', 'session_E']",1,79,0.5,0,0.2853,0.2431,0.1546,0.317
2,"['session_T', 'session_E']",1,80,0.5,0,0.2587,0.2645,0.2241,0.2527
2,"['session_T', 'session_E']",1,81,0.5,1,0.2961,0.406,0.0345,0.2633
2,"['session_T', 'session_E']",1,82,0.5,0,0.3997,0.2297,0.0481,0.3225
2,"['session_T', 'session_E']",1,83,0.5,0,0.393,0.3058,0.143,0.1581
2,"['session_T', 'session_E']",1,84,0.5,1,0.217,0.2891,0.0582,0.4357
2,"['session_T', 'session_E']",1,85,0.5,2,0.1807,0.1386,0.5757,0.105
2,"['session_T', 'session_E']",1,86,0.5,2,0.1989,0.1725,0.4153,0.2133
2,"['session_T', 'session_E']",1,87,0.5,0,0.134,0.0873,0.7113,0.0674
2,"['session_T', 'session_E']",1,88,0.5,0,0.3285,0.1367,0.4127,0.1221
2,"['session_T', 'session_E']",1,89,0.5,1,0.4573,0.2012,0.0661,0.2754
2,"['session_T', 'session_E']",1,90,0.5,2,0.0979,0.0696,0.7911,0.0414
2,"['session_T', 'session_E']",1,91,0.5,3,0.3681,0.072,0.2462,0.3137
2,"['session_T', 'session_E']",1,92,0.5,1,0.2653,0.336,0.107,0.2917
2,"['session_T', 'session_E']",1,93,0.5,2,0.0869,0.074,0.7955,0.0436
2,"['session_T', 'session_E']",1,94,0.5,3,0.1886,0.1478,0.6066,0.057
2,"['session_T', 'session_E']",1,95,0.5,3,0.274,0.2822,0.0588,0.385
2,"['session_T', 'session_E']",1,96,0.5,3,0.2091,0.2139,0.1098,0.4671
2,"['session_T', 'session_E']",1,97,0.5,1,0.3,0.2025,0.1105,0.387
2,"['session_T', 'session_E']",1,98,0.5,0,0.2507,0.3042,0.119,0.326
2,"['session_T', 'session_E']",1,99,0.5,2,0.0092,0.0066,0.9511,0.0331
2,"['session_T', 'session_E']",1,100,0.5,2,0.0737,0.0681,0.6458,0.2123
2,"['session_T', 'session_E']",1,101,0.5,1,0.3375,0.4154,0.046,0.2011
2,"['session_T', 'session_E']",1,102,0.5,2,0.0424,0.0267,0.9166,0.0143
2,"['session_T', 'session_E']",1,103,0.5,2,0.0127,0.0236,0.9575,0.0062
2,"['session_T', 'session_E']",1,104,0.5,1,0.2862,0.2835,0.2073,0.2229
2,"['session_T', 'session_E']",1,105,0.5,3,0.1659,0.3553,0.2128,0.266
2,"['session_T', 'session_E']",1,106,0.5,2,0.121,0.0587,0.7945,0.0257
2,"['session_T', 'session_E']",1,107,0.5,0,0.1853,0.1343,0.4387,0.2416
2,"['session_T', 'session_E']",1,108,0.5,2,0.0185,0.033,0.9278,0.0207
2,"['session_T', 'session_E']",1,109,0.5,1,0.3314,0.1246,0.3872,0.1568
2,"['session_T', 'session_E']",1,110,0.5,3,0.2249,0.2307,0.1771,0.3672
2,"['session_T', 'session_E']",1,111,0.5,1,0.2399,0.2437,0.2303,0.2861
2,"['session_T', 'session_E']",1,112,0.5,3,0.1682,0.1083,0.2833,0.4402
2,"['session_T', 'session_E']",1,113,0.5,1,0.1286,0.3221,0.2114,0.338
2,"['session_T', 'session_E']",1,114,0.5,0,0.2797,0.2919,0.1267,0.3016
2,"['session_T', 'session_E']",1,115,0.5,0,0.2691,0.1683,0.2578,0.3047
2,"['session_T', 'session_E']",2,0,0.5,1,0.3515,0.2745,0.0306,0.3434
2,"['session_T', 'session_E']",2,1,0.5,2,0.1078,0.0827,0.726,0.0835
2,"['session_T', 'session_E']",2,2,0.5,2,0.0838,0.0956,0.7385,0.0821
2,"['session_T', 'session_E']",2,3,0.5,0,0.2796,0.2248,0.0733,0.4223
2,"['session_T', 'session_E']",2,4,0.5,2,0.221,0.2463,0.3458,0.1869
2,"['session_T', 'session_E']",2,5,0.5,2,0.1945,0.2725,0.3713,0.1616
2,"['session_T', 'session_E']",2,6,0.5,1,0.2047,0.3326,0.0799,0.3828
2,"['session_T', 'session_E']",2,7,0.5,0,0.2633,0.2258,0.0763,0.4345
2,"['session_T', 'session_E']",2,8,0.5,1,0.2646,0.4768,0.0478,0.2108
2,"['session_T', 'session_E']",2,9,0.5,1,0.3992,0.2287,0.0822,0.2898
2,"['session_T', 'session_E']",2,10,0.5,2,0.0617,0.053,0.8358,0.0495
2,"['session_T', 'session_E']",2,11,0.5,3,0.2244,0.1446,0.2954,0.3356
2,"['session_T', 'session_E']",2,12,0.5,2,0.0817,0.0689,0.7844,0.0651
2,"['session_T', 'session_E']",2,13,0.5,1,0.2495,0.2856,0.2672,0.1977
2,"['session_T', 'session_E']",2,14,0.5,2,0.1455,0.0885,0.6597,0.1063
2,"['session_T', 'session_E']",2,15,0.5,3,0.2048,0.1481,0.34,0.3071
2,"['session_T', 'session_E']",2,16,0.5,3,0.2972,0.1587,0.0215,0.5226
2,"['session_T', 'session_E']",2,17,0.5,3,0.2614,0.2226,0.1545,0.3615
2,"['session_T', 'session_E']",2,18,0.5,1,0.1878,0.3254,0.0717,0.4152
2,"['session_T', 'session_E']",2,19,0.5,1,0.2499,0.175,0.4143,0.1607
2,"['session_T', 'session_E']",2,20,0.5,0,0.2194,0.2405,0.2294,0.3107
2,"['session_T', 'session_E']",2,21,0.5,0,0.2691,0.2149,0.0274,0.4886
2,"['session_T', 'session_E']",2,22,0.5,1,0.4023,0.2392,0.1648,0.1937
2,"['session_T', 'session_E']",2,23,0.5,3,0.3293,0.4036,0.038,0.2291
2,"['session_T', 'session_E']",2,24,0.5,0,0.2051,0.1974,0.0813,0.5162
2,"['session_T', 'session_E']",2,25,0.5,3,0.1581,0.3459,0.0176,0.4784
2,"['session_T', 'session_E']",2,26,0.5,2,0.2383,0.1201,0.4749,0.1667
2,"['session_T', 'session_E']",2,27,0.5,0,0.2511,0.4343,0.0602,0.2543
2,"['session_T', 'session_E']",2,28,0.5,3,0.2354,0.3215,0.0833,0.3598
2,"['session_T', 'session_E']",2,29,0.5,2,0.1342,0.0891,0.6696,0.1071
2,"['session_T', 'session_E']",2,30,0.5,1,0.3295,0.3805,0.0562,0.2339
2,"['session_T', 'session_E']",2,31,0.5,0,0.324,0.2738,0.0668,0.3354
2,"['session_T', 'session_E']",2,32,0.5,3,0.2564,0.3593,0.0385,0.3458
2,"['session_T', 'session_E']",2,33,0.5,3,0.5384,0.3036,0.075,0.0831
2,"['session_T', 'session_E']",2,34,0.5,3,0.3401,0.3413,0.1076,0.211
2,"['session_T', 'session_E']",2,35,0.5,3,0.2774,0.1826,0.0341,0.5058
2,"['session_T', 'session_E']",2,36,0.5,0,0.3024,0.2768,0.3099,0.1109
2,"['session_T', 'session_E']",2,37,0.5,2,0.0576,0.0482,0.8758,0.0184
2,"['session_T', 'session_E']",2,38,0.5,1,0.2912,0.3333,0.0506,0.3248
2,"['session_T', 'session_E']",2,39,0.5,3,0.3017,0.2839,0.2283,0.1861
2,"['session_T', 'session_E']",2,40,0.5,3,0.2274,0.3087,0.1112,0.3527
2,"['session_T', 'session_E']",2,41,0.5,0,0.1925,0.3132,0.0318,0.4625
2,"['session_T', 'session_E']",2,42,0.5,1,0.3568,0.2384,0.047,0.3577
2,"['session_T', 'session_E']",2,43,0.5,2,0.0707,0.0667,0.7864,0.0761
2,"['session_T', 'session_E']",2,44,0.5,3,0.2287,0.3912,0.114,0.2661
2,"['session_T', 'session_E']",2,45,0.5,1,0.2736,0.261,0.0919,0.3735
2,"['session_T', 'session_E']",2,46,0.5,3,0.2198,0.2775,0.049,0.4536
2,"['session_T', 'session_E']",2,47,0.5,0,0.5195,0.2921,0.1295,0.0589
2,"['session_T', 'session_E']",2,48,0.5,2,0.0749,0.0458,0.8448,0.0345
2,"['session_T', 'session_E']",2,49,0.5,1,0.298,0.4024,0.1645,0.1351
2,"['session_T', 'session_E']",2,50,0.5,2,0.1161,0.0798,0.7458,0.0583
2,"['session_T', 'session_E']",2,51,0.5,0,0.3141,0.3498,0.0734,0.2627
2,"['session_T', 'session_E']",2,52,0.5,3,0.2576,0.3677,0.0317,0.343
2,"['session_T', 'session_E']",2,53,0.5,0,0.3633,0.3175,0.0252,0.2941
2,"['session_T', 'session_E']",2,54,0.5,3,0.0885,0.1623,0.5531,0.196
2,"['session_T', 'session_E']",2,55,0.5,1,0.292,0.4594,0.1048,0.1438
2,"['session_T', 'session_E']",2,56,0.5,1,0.2731,0.3569,0.1584,0.2117
2,"['session_T', 'session_E']",2,57,0.5,2,0.2237,0.1558,0.4961,0.1244
2,"['session_T', 'session_E']",2,58,0.5,3,0.2898,0.2457,0.0471,0.4175
2,"['session_T', 'session_E']",2,59,0.5,0,0.3124,0.2263,0.0504,0.4109
2,"['session_T', 'session_E']",2,60,0.5,3,0.3771,0.2056,0.1221,0.2952
2,"['session_T', 'session_E']",2,61,0.5,2,0.205,0.2373,0.3249,0.2328
2,"['session_T', 'session_E']",2,62,0.5,3,0.3767,0.3789,0.0406,0.2038
2,"['session_T', 'session_E']",2,63,0.5,0,0.3306,0.2259,0.2384,0.2051
2,"['session_T', 'session_E']",2,64,0.5,1,0.1681,0.2988,0.0419,0.4913
2,"['session_T', 'session_E']",2,65,0.5,2,0.1194,0.1193,0.6023,0.1589
2,"['session_T', 'session_E']",2,66,0.5,1,0.2287,0.3833,0.0598,0.3283
2,"['session_T', 'session_E']",2,67,0.5,0,0.3211,0.1831,0.0669,0.4289
2,"['session_T', 'session_E']",2,68,0.5,0,0.1972,0.3584,0.032,0.4124
2,"['session_T', 'session_E']",2,69,0.5,0,0.167,0.4117,0.3084,0.1129
2,"['session_T', 'session_E']",2,70,0.5,2,0.0361,0.0229,0.9257,0.0153
2,"['session_T', 'session_E']",2,71,0.5,0,0.3062,0.2783,0.0415,0.374
2,"['session_T', 'session_E']",2,72,0.5,1,0.4461,0.3239,0.1199,0.1101
2,"['session_T', 'session_E']",2,73,0.5,1,0.3635,0.3509,0.2249,0.0608
2,"['session_T', 'session_E']",2,74,0.5,2,0.1213,0.2019,0.6054,0.0713
2,"['session_T', 'session_E']",2,75,0.5,3,0.4351,0.2518,0.0622,0.251
2,"['session_T', 'session_E']",2,76,0.5,2,0.4102,0.2384,0.1038,0.2476
2,"['session_T', 'session_E']",2,77,0.5,2,0.1624,0.1138,0.4833,0.2405
2,"['session_T', 'session_E']",2,78,0.5,3,0.3219,0.1973,0.2372,0.2437
2,"['session_T', 'session_E']",2,79,0.5,3,0.1771,0.2938,0.3359,0.1931
2,"['session_T', 'session_E']",2,80,0.5,2,0.2412,0.0934,0.6103,0.055
2,"['session_T', 'session_E']",2,81,0.5,1,0.2952,0.2571,0.267,0.1807
2,"['session_T', 'session_E']",2,82,0.5,1,0.207,0.2394,0.3155,0.2381
2,"['session_T', 'session_E']",2,83,0.5,0,0.3558,0.3289,0.0246,0.2907
2,"['session_T', 'session_E']",2,84,0.5,2,0.1377,0.1156,0.5763,0.1704
2,"['session_T', 'session_E']",2,85,0.5,2,0.1689,0.1963,0.3557,0.2791
2,"['session_T', 'session_E']",2,86,0.5,3,0.224,0.3177,0.0475,0.4108
2,"['session_T', 'session_E']",2,87,0.5,0,0.1614,0.0689,0.7449,0.0248
2,"['session_T', 'session_E']",2,88,0.5,0,0.1247,0.3233,0.0502,0.5018
2,"['session_T', 'session_E']",2,89,0.5,3,0.1765,0.2607,0.0379,0.5249
2,"['session_T', 'session_E']",2,90,0.5,0,0.4371,0.2372,0.0269,0.2988
2,"['session_T', 'session_E']",2,91,0.5,3,0.2031,0.2653,0.1233,0.4083
2,"['session_T', 'session_E']",2,92,0.5,2,0.0914,0.1081,0.7111,0.0894
2,"['session_T', 'session_E']",2,93,0.5,0,0.2735,0.2261,0.1521,0.3483
2,"['session_T', 'session_E']",2,94,0.5,1,0.3201,0.2617,0.2256,0.1925
2,"['session_T', 'session_E']",2,95,0.5,1,0.5095,0.3125,0.0476,0.1305
2,"['session_T', 'session_E']",2,96,0.5,2,0.2351,0.0592,0.6775,0.0282
2,"['session_T', 'session_E']",2,97,0.5,0,0.316,0.4442,0.0465,0.1933
2,"['session_T', 'session_E']",2,98,0.5,2,0.0353,0.0179,0.9318,0.015
2,"['session_T', 'session_E']",2,99,0.5,1,0.1762,0.1719,0.427,0.2249
2,"['session_T', 'session_E']",2,100,0.5,0,0.2938,0.4121,0.0949,0.1992
2,"['session_T', 'session_E']",2,101,0.5,1,0.2247,0.1531,0.3889,0.2334
2,"['session_T', 'session_E']",2,102,0.5,0,0.3992,0.2315,0.1159,0.2534
2,"['session_T', 'session_E']",2,103,0.5,0,0.3927,0.2143,0.0192,0.3738
2,"['session_T', 'session_E']",2,104,0.5,3,0.3384,0.3565,0.0629,0.2422
2,"['session_T', 'session_E']",2,105,0.5,3,0.3938,0.2831,0.0207,0.3024
2,"['session_T', 'session_E']",2,106,0.5,0,0.1293,0.0969,0.5302,0.2437
2,"['session_T', 'session_E']",2,107,0.5,1,0.2096,0.2915,0.0278,0.4711
2,"['session_T', 'session_E']",2,108,0.5,0,0.2654,0.5506,0.1094,0.0746
2,"['session_T', 'session_E']",2,109,0.5,2,0.1854,0.1132,0.5249,0.1765
2,"['session_T', 'session_E']",2,110,0.5,1,0.1938,0.3427,0.1505,0.3131
2,"['session_T', 'session_E']",2,111,0.5,2,0.0785,0.0257,0.8606,0.0353
2,"['session_T', 'session_E']",2,112,0.5,2,0.4366,0.2269,0.0208,0.3157
2,"['session_T', 'session_E']",2,113,0.5,1,0.2781,0.2659,0.0471,0.4089
2,"['session_T', 'session_E']",2,114,0.5,1,0.0952,0.2285,0.5698,0.1066
2,"['session_T', 'session_E']",3,0,0.5,1,0.2719,0.2086,0.0164,0.503
2,"['session_T', 'session_E']",3,1,0.5,0,0.3279,0.2945,0.0411,0.3365
2,"['session_T', 'session_E']",3,2,0.5,3,0.1695,0.3049,0.1057,0.4199
2,"['session_T', 'session_E']",3,3,0.5,0,0.3075,0.2626,0.1321,0.2977
2,"['session_T', 'session_E']",3,4,0.5,0,0.2765,0.3063,0.1623,0.255
2,"['session_T', 'session_E']",3,5,0.5,2,0.2059,0.2801,0.2795,0.2344
2,"['session_T', 'session_E']",3,6,0.5,0,0.2846,0.2678,0.0947,0.3529
2,"['session_T', 'session_E']",3,7,0.5,2,0.1747,0.1619,0.5276,0.1359
2,"['session_T', 'session_E']",3,8,0.5,3,0.2233,0.3096,0.0292,0.4378
2,"['session_T', 'session_E']",3,9,0.5,2,0.1301,0.1271,0.5611,0.1817
2,"['session_T', 'session_E']",3,10,0.5,1,0.2066,0.3373,0.0364,0.4196
2,"['session_T', 'session_E']",3,11,0.5,3,0.2035,0.3616,0.0222,0.4127
2,"['session_T', 'session_E']",3,12,0.5,1,0.1451,0.132,0.6294,0.0935
2,"['session_T', 'session_E']",3,13,0.5,0,0.2769,0.1895,0.1577,0.376
2,"['session_T', 'session_E']",3,14,0.5,1,0.2237,0.334,0.0451,0.3972
2,"['session_T', 'session_E']",3,15,0.5,0,0.3245,0.2731,0.0236,0.3788
2,"['session_T', 'session_E']",3,16,0.5,0,0.2734,0.2952,0.0785,0.3529
2,"['session_T', 'session_E']",3,17,0.5,3,0.2194,0.2095,0.0963,0.4748
2,"['session_T', 'session_E']",3,18,0.5,3,0.1077,0.4121,0.3833,0.0969
2,"['session_T', 'session_E']",3,19,0.5,3,0.4386,0.1686,0.0263,0.3665
2,"['session_T', 'session_E']",3,20,0.5,1,0.2972,0.2755,0.0209,0.4065
2,"['session_T', 'session_E']",3,21,0.5,1,0.1853,0.3504,0.2764,0.1879
2,"['session_T', 'session_E']",3,22,0.5,2,0.0396,0.1366,0.7407,0.083
2,"['session_T', 'session_E']",3,23,0.5,3,0.2242,0.3048,0.0506,0.4204
2,"['session_T', 'session_E']",3,24,0.5,3,0.3353,0.2205,0.0314,0.4129
2,"['session_T', 'session_E']",3,25,0.5,2,0.0382,0.0501,0.8198,0.0919
2,"['session_T', 'session_E']",3,26,0.5,3,0.1565,0.1306,0.5767,0.1363
2,"['session_T', 'session_E']",3,27,0.5,2,0.0567,0.0488,0.8327,0.0619
2,"['session_T', 'session_E']",3,28,0.5,1,0.1488,0.3437,0.1437,0.3638
2,"['session_T', 'session_E']",3,29,0.5,2,0.1408,0.2727,0.3833,0.2032
2,"['session_T', 'session_E']",3,30,0.5,3,0.2911,0.2849,0.1139,0.3101
2,"['session_T', 'session_E']",3,31,0.5,1,0.2801,0.1139,0.4606,0.1454
2,"['session_T', 'session_E']",3,32,0.5,0,0.4303,0.2976,0.0638,0.2083
2,"['session_T', 'session_E']",3,33,0.5,0,0.1687,0.3487,0.0195,0.4631
2,"['session_T', 'session_E']",3,34,0.5,3,0.2174,0.1446,0.4796,0.1583
2,"['session_T', 'session_E']",3,35,0.5,1,0.336,0.1565,0.1193,0.3882
2,"['session_T', 'session_E']",3,36,0.5,3,0.3629,0.152,0.0186,0.4665
2,"['session_T', 'session_E']",3,37,0.5,2,0.1704,0.1183,0.6005,0.1107
2,"['session_T', 'session_E']",3,38,0.5,0,0.6243,0.0981,0.0466,0.231
2,"['session_T', 'session_E']",3,39,0.5,1,0.1318,0.3498,0.1418,0.3766
2,"['session_T', 'session_E']",3,40,0.5,2,0.15,0.3003,0.3005,0.2492
2,"['session_T', 'session_E']",3,41,0.5,0,0.4259,0.1425,0.0551,0.3765
2,"['session_T', 'session_E']",3,42,0.5,3,0.1673,0.4323,0.0986,0.3018
2,"['session_T', 'session_E']",3,43,0.5,1,0.5106,0.1598,0.0282,0.3014
2,"['session_T', 'session_E']",3,44,0.5,1,0.5446,0.1445,0.1205,0.1903
2,"['session_T', 'session_E']",3,45,0.5,3,0.0737,0.1931,0.579,0.1542
2,"['session_T', 'session_E']",3,46,0.5,2,0.3703,0.1573,0.2767,0.1957
2,"['session_T', 'session_E']",3,47,0.5,3,0.3194,0.322,0.0304,0.3281
2,"['session_T', 'session_E']",3,48,0.5,0,0.1428,0.2639,0.2362,0.3571
2,"['session_T', 'session_E']",3,49,0.5,0,0.438,0.1558,0.0428,0.3634
2,"['session_T', 'session_E']",3,50,0.5,2,0.1375,0.1135,0.6599,0.089
2,"['session_T', 'session_E']",3,51,0.5,3,0.2821,0.2744,0.1522,0.2913
2,"['session_T', 'session_E']",3,52,0.5,1,0.3187,0.2637,0.1051,0.3124
2,"['session_T', 'session_E']",3,53,0.5,0,0.1826,0.4903,0.24,0.0871
2,"['session_T', 'session_E']",3,54,0.5,1,0.2573,0.2241,0.0913,0.4273
2,"['session_T', 'session_E']",3,55,0.5,1,0.2726,0.4078,0.0592,0.2605
2,"['session_T', 'session_E']",3,56,0.5,0,0.287,0.4282,0.1286,0.1562
2,"['session_T', 'session_E']",3,57,0.5,0,0.1958,0.1582,0.0833,0.5626
2,"['session_T', 'session_E']",3,58,0.5,2,0.0084,0.0084,0.9771,0.0061
2,"['session_T', 'session_E']",3,59,0.5,3,0.3142,0.2885,0.0324,0.3649
2,"['session_T', 'session_E']",3,60,0.5,2,0.0557,0.1254,0.643,0.1759
2,"['session_T', 'session_E']",3,61,0.5,2,0.0596,0.0664,0.8197,0.0543
2,"['session_T', 'session_E']",3,62,0.5,2,0.1077,0.16,0.5188,0.2135
2,"['session_T', 'session_E']",3,63,0.5,0,0.2615,0.4316,0.1806,0.1264
2,"['session_T', 'session_E']",3,64,0.5,1,0.2154,0.3809,0.0994,0.3044
2,"['session_T', 'session_E']",3,65,0.5,3,0.1896,0.4259,0.1,0.2845
2,"['session_T', 'session_E']",3,66,0.5,0,0.2698,0.4306,0.1832,0.1165
2,"['session_T', 'session_E']",3,67,0.5,0,0.3219,0.4602,0.0683,0.1496
2,"['session_T', 'session_E']",3,68,0.5,1,0.2061,0.3873,0.0448,0.3618
2,"['session_T', 'session_E']",3,69,0.5,2,0.0928,0.1166,0.7161,0.0746
2,"['session_T', 'session_E']",3,70,0.5,2,0.0518,0.1346,0.691,0.1226
2,"['session_T', 'session_E']",3,71,0.5,0,0.4302,0.222,0.0333,0.3145
2,"['session_T', 'session_E']",3,72,0.5,1,0.2746,0.2604,0.0822,0.3828
2,"['session_T', 'session_E']",3,73,0.5,3,0.4458,0.1825,0.1004,0.2713
2,"['session_T', 'session_E']",3,74,0.5,0,0.4546,0.162,0.0177,0.3658
2,"['session_T', 'session_E']",3,75,0.5,1,0.4315,0.265,0.0349,0.2685
2,"['session_T', 'session_E']",3,76,0.5,1,0.3941,0.2535,0.1294,0.223
2,"['session_T', 'session_E']",3,77,0.5,2,0.4229,0.1268,0.1473,0.303
2,"['session_T', 'session_E']",3,78,0.5,2,0.5044,0.0321,0.4199,0.0436
2,"['session_T', 'session_E']",3,79,0.5,2,0.4261,0.1921,0.1499,0.2319
